,Unnamed: 0, EXG Channel 1, EXG Channel 3
0,12200.0,-345.6250120353846,20.71099058269231
1,12201.0,-348.0208494953846,22.38646576861538
2,12202.0,-342.37331287076927,11.383104723153847
3,12203.0,-347.8982958423077,16.34997955076923
4,12204.0,-345.61724456461536,24.536045183076926
5,12205.0,-342.75391961615384,10.618439031538466
6,12206.0,-341.432008813077,9.608666035923077
7,12207.0,-346.8666588338462,22.530883447846154
8,12208.0,-346.80423125230766,14.373873955846156
9,12209.0,-341.8713032238462,11.14375113307692
10,12210.0,-342.61957089615385,19.717327939999997
11,12211.0,-344.91615715769234,22.478237149923075
12,12212.0,-348.54990149692304,9.879089579076922
13,12213.0,-343.610069003077,14.391998084230767
14,12214.0,-346.35199106076925,20.80794030038461
15,12215.0,-347.18339958307695,13.96334801269231
16,12216.0,-347.6529008646154,14.638831479846154
17,12217.0,-344.1097772007692,23.11430783384615
18,12218.0,-351.32346883461537,14.579856140538462
19,12219.0,-341.4064048984616,9.079614037230765
20,12220.0,-346.32868860846156,17.63247755646154
21,12221.0,-347.3830527007692,22.058505311692304
22,12222.0,-343.93256347153846,13.725432835769228
23,12223.0,-340.60462787769234,16.234042648153842
24,12224.0,-350.5645568284616,25.46497879846154
25,12225.0,-340.5666535146154,13.792751036923079
26,12226.0,-341.2444384530769,12.965082401538465
27,12227.0,-345.6603972407692,23.15256988907692
28,12228.0,-346.0519360115385,16.352281028769234
29,12229.0,-339.93202125615386,14.335611900538463
30,12230.0,-340.1227561423076,25.111126720769228
31,12231.0,-343.45443164615386,21.970761498538458
32,12232.0,-341.87159091000007,11.811754793076924
33,12233.0,-340.8957647038461,14.955284548923077
34,12234.0,-343.54131239461543,21.810233489461535
35,12235.0,-342.994136266923,16.766834550846156
36,12236.0,-338.48122774923075,13.134240960615383
37,12237.0,-347.80335993230767,24.295828528692304
38,12238.0,-346.0838689976923,15.022315069384614
39,12239.0,-342.3425306315384,10.364701203615386
40,12240.0,-341.34944333461533,20.211857785384613
41,12241.0,-345.2064309376923,20.489761115000004
42,12242.0,-341.02925036615386,10.89030098276923
43,12243.0,-333.84662867076923,18.906345017692313
44,12244.0,-346.8660834461538,22.00729744546154
45,12245.0,-341.8862628153846,10.149513109538463
46,12246.0,-336.79251907615384,12.914737605230771
47,12247.0,-341.9561701900001,21.353678009999996
