, EXG Channel 1, EXG Channel 3
60200,-253.191227,12.2425625
60201,-262.6195148,5.828634081
60202,-251.0894032,27.76314732
60203,-254.6610077,55.1279953
60204,-265.6076949,22.62452478
60205,-264.145394,54.653028
60206,-252.3235702,37.9693343
60207,-260.9103805,32.07525197
60208,-262.7765906,0.349680646
60209,-253.0977295,41.18564826
60210,-254.6460481,46.5150057
60211,-263.3300958,25.01806075
60212,-263.0533432,47.69681408
60213,-251.8972216,29.2179684
60214,-261.0150977,12.6389919
60215,-256.3364829,6.542954972
60216,-251.5045321,61.67282022
60217,-259.7584913,33.57121195
60218,-270.2937895,43.65398223
60219,-255.7829777,20.36562521
60220,-255.9811924,39.45407458
60221,-266.7147052,0.054228549
60222,-254.9340204,31.05799918
60223,-260.8094032,63.0977221
60224,-272.8144821,44.77969212
60225,-266.7072254,38.3732435
60226,-249.8365367,29.01601381
60227,-261.6434009,32.17622927
60228,-260.1960596,4.523408996
60229,-250.3563828,40.96125426
60230,-258.236352,42.32631775
60231,-271.7972293,44.21496723
60232,-252.106656,7.317114263
60233,-247.3756826,52.65966133
60234,-253.714813,24.40097726
60235,-258.273751,17.40736434
60236,-249.1334355,55.52068479
60237,-257.9633393,60.34515574
60238,-257.8399226,26.26718734
60239,-237.2929123,8.47648325
60240,-249.8589761,45.01156592
60241,-251.1941204,8.368026151
60242,-240.7822389,25.16765675
60243,-246.2537126,53.72179291
60244,-263.1842397,58.66968055
60245,-242.8204844,-8.697137347
60246,-236.1335433,51.63866864
60247,-244.4922197,29.9173297
60248,-252.3160904,1.239776835
60249,-247.8992686,39.08756439
60250,-244.4548207,61.34370902
60251,-256.257945,22.19069639
60252,-234.6525429,1.909218927
60253,-242.2968984,61.28387062
60254,-251.5045321,17.10069255
60255,-248.0900035,14.24340898
60256,-239.8734433,57.29713727
60257,-250.8126506,71.7929895
60258,-247.6823544,-14.06015388
60259,-243.9723736,42.16176215
60260,-251.4521735,45.46783371
60261,-252.6452016,7.208657165
60262,-249.1708345,28.12217772
60263,-252.2113732,79.960931
60264,-256.5982759,39.53261248
60265,-240.3558904,-13.88811849
60266,-244.0845706,56.20882638
60267,-263.808803,33.67218925
60268,-263.9883182,1.830681028
60269,-244.4473409,52.75689872
60270,-257.2153594,84.38897255
60271,-255.7979373,-10.03228163
60272,-248.4415541,31.26369368
60273,-253.3670023,62.23754511
60274,-250.4461404,20.19732971
60275,-256.0933894,16.15449786
60276,-256.7216926,87.59780671
60277,-262.7130123,62.49933811
60278,-256.4337203,-23.06209308
60279,-246.7772986,45.01530582
60280,-251.2427391,43.40340894
60281,-258.3074101,1.097660637
60282,-251.4446937,30.56807229
60283,-257.1368215,99.96191597
60284,-258.2662712,5.170411689
60285,-259.5228776,17.12313195
60286,-257.1106422,56.80347048
60287,-260.1997995,32.65867636
60288,-264.5605229,12.2911812
60289,-257.7464251,73.76765668
60290,-264.6054017,70.50646391
60291,-257.0508038,-24.25886106
60292,-252.7312193,27.41159673
60293,-257.6454478,56.29484408
60294,-265.1701266,23.15185068
60295,-263.5619696,19.88691801
60296,-255.3360596,98.61181208
60297,-250.6275256,19.52414772
60298,-257.7595148,1.497829932
60299,-252.1010462,41.33524426
60300,-251.6335587,43.56048473
60301,-257.6697572,5.413505186
60302,-252.5236549,48.82626387
60303,-261.0842859,87.04430152
60304,-254.161731,0.345940746
60305,-257.9577295,23.25282797
60306,-241.5694879,63.7110657
60307,-254.6441781,37.36721041
60308,-262.2810538,6.823447469
60309,-254.2253093,83.48391676
60310,-253.750342,29.4311427
60311,-258.3317195,3.113466713
60312,-242.6951978,32.39688337
60313,-246.2256633,59.67571364
60314,-257.527641,23.55575987
60315,-242.0668946,41.04727196
60316,-236.4084259,78.73050392
60317,-248.6004998,4.044701802
60318,-258.3840781,0.87700654
60319,-248.5369215,45.13124272
60320,-245.3318272,43.43706804
60321,-256.966656,8.177291253
60322,-254.4459634,67.14429385
60323,-243.6152132,41.52223926
60324,-249.1652247,14.98016927
60325,-252.1272255,12.8708657
60326,-248.4546437,55.2663716
60327,-253.0659404,36.98200071
60328,-255.2986606,28.52982681
60329,-247.0073024,67.10315495
60330,-247.4448707,20.6909965
60331,-257.2321889,8.914051544
60332,-249.3185606,28.58592531
60333,-245.8554132,61.65786062
60334,-253.2043167,22.74420158
60335,-255.4968753,52.86535582
60336,-241.8350208,42.67412844
60337,-252.5498342,33.11868406
60338,-255.6913501,2.141092725
60339,-243.809688,49.46952666
60340,-249.5878334,47.36770289
60341,-260.9833086,33.19722196
60342,-248.1479719,53.51235852
60343,-242.9831701,29.2778068
60344,-261.1964829,16.34523276
60345,-247.6730046,14.94277027
60346,-245.040115,60.40125423
60347,-250.2348361,34.61090414
60348,-257.2359288,40.73686027
60349,-240.5746745,27.29939973
60350,-249.3709192,36.57809152
60351,-254.834913,7.358253163
60352,-239.2133509,28.08851862
60353,-242.4147053,56.32476328
60354,-261.4246168,39.89538278
60355,-247.3476333,33.45153515
60356,-233.2033317,21.0911658
60357,-251.8766522,38.96788759
60358,-256.8394994,5.144232389
60359,-246.9773832,42.06078485
60360,-254.1766906,44.49919962
60361,-260.4410231,49.33489027
60362,-243.8919658,8.588680248
60363,-251.7270562,57.70852627
60364,-255.8596456,16.87255865
60365,-245.3580065,17.38492494
60366,-246.9960827,62.51803761
60367,-259.7902805,62.69007301
60368,-262.3633316,26.22978834
60369,-240.7766291,21.0724663
60370,-248.9632701,47.88754898
60371,-254.9620696,1.894259328
60372,-255.9120042,30.38107729
60373,-254.4085644,60.10580214
60374,-255.246302,59.24188525
60375,-247.1082797,-8.611119648
60376,-246.6781912,51.63492874
60377,-255.4258172,30.20156209
60378,-262.6587837,6.180184677
