, EXG Channel 1, EXG Channel 3
60200,2476.647768,4300.282825
60201,2634.821227,4168.14468
60202,2437.234833,4260.675415
60203,2399.501112,4222.765919
60204,2303.598858,4459.974683
60205,2232.970847,4236.122971
60206,2270.814894,4470.55112
60207,2406.371308,4636.894391
60208,2503.094471,4421.9773
60209,2740.424782,4559.803833
60210,2916.20382,4790.017114
60211,3016.416309,4694.735683
60212,2870.051585,4738.060554
60213,2884.764351,4717.874444
60214,2788.36469,4936.566964
60215,2635.541158,4723.299169
60216,2754.888845,4948.594482
60217,2925.488122,5119.54157
60218,2936.623674,4906.408411
60219,2757.099126,5032.233605
60220,2917.585713,5264.589849
60221,3088.493531,5155.130458
60222,2889.474755,5236.101162
60223,2908.877356,5205.1404
60224,2759.868522,5424.5622
60225,2706.455271,5235.02033
60226,2756.364236,5436.694436
60227,2905.788199,5618.902361
60228,2938.005567,5415.874412
60229,2771.211639,5550.623008
60230,2907.142042,5763.909502
60231,3032.83073,5665.542654
60232,2920.110146,5754.920653
60233,2898.884343,5715.552596
60234,2798.748522,5929.888132
60235,2618.133794,6173.615543
60236,2743.738334,6414.046231
60237,2944.948691,6597.200351
60238,2952.340603,6376.804307
60239,2740.428522,6503.168047
60240,2913.305398,6717.774726
60241,3055.378587,6660.78613
60242,2916.826513,6723.124653
60243,2853.493178,6687.829347
60244,2770.856348,6912.139197
60245,2682.385275,6696.406808
60246,2722.645298,6891.300474
60247,2849.469045,7085.879989
60248,2942.018479,6863.4083
60249,2723.561573,6998.497226
60250,2960.271061,6759.87478
60251,3046.212092,6647.030778
60252,2906.971877,6717.26797
60253,2898.936702,6711.472995
60254,2738.296779,6912.591725
60255,2661.060365,6710.491271
60256,2773.070369,6915.37795
60257,2958.150538,7105.593002
60258,2923.403127,6872.253164
60259,2761.06716,7026.565176
60260,2907.458064,7237.577811
60261,3091.90058,7159.728053
60262,2879.006775,7212.888861
60263,2975.27928,7202.751863
60264,3198.194147,7399.809061
60265,3142.765089,7184.271147
60266,3311.864666,7423.04506
60267,3324.03056,7564.630192
60268,3476.975639,7357.866083
60269,3281.608875,7497.603705
60270,3356.964119,7708.866914
60271,3592.856439,7646.21611
60272,3368.630737,7694.840419
60273,3457.565558,7683.704867
60274,3229.330684,7865.701488
60275,3131.079772,7649.482912
60276,3257.450991,7427.776033
60277,3349.83774,7581.89731
60278,3458.6333,7362.825191
60279,3248.576209,7489.19267
60280,3396.94552,7720.894432
60281,3569.214662,7625.949592
60282,3328.51844,7704.451962
60283,3392.014462,7661.325305
60284,3302.103527,7884.34115
60285,3075.398271,7653.656641
60286,3256.918056,7414.776141
60287,3335.781326,7571.605106
60288,3431.737809,7357.630469
60289,3275.636255,7511.426375
60290,3394.662311,7719.10676
60291,3559.376855,7607.575463
60292,3385.680941,7698.142751
60293,3402.001865,7654.327953
60294,3240.991692,7875.597264
60295,3123.611192,7666.899626
60296,3320.348629,7882.269245
60297,3336.00011,8052.692746
60298,3486.779787,7850.409037
60299,3264.803635,8010.861965
60300,960.8700562,378.1693338
60301,1135.521514,268.7660404
60302,971.8111335,325.9173215
60303,955.7688327,304.7700572
60304,851.19749,523.2157437
60305,678.5450086,299.5435471
60306,788.5392062,538.1491642
60307,954.74784,711.9684945
60308,1030.157313,483.2137738
60309,852.8654854,622.3530117
60310,899.5469166,839.9403911
60311,1096.80607,772.7231692
60312,921.3486634,830.5812915
60313,947.456905,803.3454701
60314,800.1759049,1018.133534
60315,688.1397219,793.4927036
60316,838.2331268,1036.122453
60317,908.39365,1192.554989
60318,991.1557661,962.6745579
60319,787.9352123,1134.17889
60320,949.6784056,1365.136412
60321,1116.577051,1238.275265
60322,930.5432075,1323.935804
60323,966.3340501,1293.330333
60324,810.6195755,1497.882291
60325,652.623762,1290.224346
60326,843.6989906,1054.088933
60327,922.9287712,1203.449317
60328,973.3407526,997.0704178
60329,815.3355893,1142.743261
60330,944.7136884,1347.843114
60331,1154.75208,1255.209532
60332,930.9078477,1297.879921
60333,946.9146195,1297.264707
60334,807.8651392,1502.654403
60335,674.5638851,1284.577097
60336,831.5574054,1521.342683
60337,911.6585826,1677.180575
60338,1044.348363,1469.462791
60339,809.8472862,1630.458004
60340,906.6396369,1827.62927
60341,1144.63752,1736.443029
60342,919.1514722,1809.055057
60343,952.4478015,1798.013002
60344,753.8104952,1996.397865
