, EXG Channel 1, EXG Channel 3
2000,-408.2325196,6.374659474
2001,-408.2886181,8.936490944
2002,-394.1517962,7.111419766
2003,-390.2623003,12.6015929
2004,-355.7617232,25.16765675
2005,-388.9982141,-5.88847248
2006,-374.8314731,3.842747204
2007,-380.4488028,7.530288561
2008,-388.9196762,1.378153134
2009,-374.4911422,2.952651015
2010,-367.8920887,18.37973833
2011,-368.890642,10.98595612
2012,-400.3469405,-2.694597918
2013,-380.3534353,9.089826842
2014,-391.7825696,4.740323194
2015,-382.197206,7.171258165
2016,-385.6902726,3.38647941
2017,-357.5961441,37.31859171
2018,-389.2020386,-1.157499036
2019,-390.7353976,13.43185069
2020,-388.6410536,2.739476718
2021,-393.226171,6.135305877
2022,-386.4045935,4.321454399
2023,-376.6359748,17.07825315
2024,-375.3980679,20.57879951
2025,-399.168872,-6.266202376
2026,-380.7349051,8.581200448
2027,-399.8682333,3.263062711
2028,-387.956652,4.515929196
2029,-389.5947281,-0.618953443
2030,-362.0204458,26.70849553
2031,-388.3830005,-3.674451706
2032,-401.786802,4.515929196
2033,-392.4894107,7.294674864
2034,-391.1804457,14.23966908
2035,-388.4914576,3.685671406
2036,-377.6345281,28.17453632
2037,-365.2218001,23.06957288
2038,-400.3880794,-4.998376291
2039,-397.8935661,4.699184294
2040,-392.665186,5.413505186
2041,-396.0198763,7.672404759
2042,-386.9655785,-4.530888796
2043,-364.3504034,35.76279333
2044,-398.0693414,-1.66612543
2045,-404.4720502,3.887626004
2046,-395.6458863,9.564794137
2047,-394.909126,0.173905348
2048,-389.6583064,4.994636391
2049,-373.9432468,27.20216233
2050,-378.0571368,9.194544041
2051,-400.3469405,4.269095799
2052,-399.6251398,-2.784355517
2053,-395.6458863,1.071481337
2054,-395.5149898,12.9157445
2055,-401.3679332,7.492889561
2056,-369.2571522,31.07669868
2057,-397.9272252,-0.996683338
2058,-399.056675,-1.378153134
2059,-391.3412614,-0.256183147
2060,-386.086702,8.618599448
2061,-408.066094,-2.234590224
2062,-384.9684719,22.23931509
2063,-376.7631314,12.6090727
2064,-407.5312883,1.72222393
2065,-394.1087874,3.966163903
2066,-390.4511652,-2.481423621
2067,-390.6232006,4.414951898
2068,-399.5840009,11.86483261
2069,-363.4827466,25.90815694
2070,-390.9111729,-9.800407834
2071,-400.5975138,1.841900728
2072,-397.1755053,3.973643703
2073,-389.6844857,2.466464021
2074,-392.291196,-2.608580219
2075,-378.5433238,21.56239319
2076,-374.3060171,8.109973054
2077,-409.7752283,-4.040961902
2078,-407.6995838,4.613166595
2079,-393.525363,2.586140819
2080,-396.6182603,1.430511733
2081,-391.2141048,-0.03926895
2082,-372.0171983,27.01516733
2083,-400.7284103,-6.243762976
2084,-400.8443472,-1.628726431
2085,-403.095767,-0.173905348
2086,-397.2727427,4.1942978
2087,-397.0558285,10.63814542
2088,-379.7662711,19.77098112
2089,-388.5288566,3.34908041
2090,-407.392912,5.118053089
2091,-401.1809382,9.867726033
2092,-395.8291414,10.14447863
2093,-393.0092568,13.92177759
2094,-398.7425234,17.61679874
2095,-379.4782988,32.93916886
2096,-408.0174753,0.641392842
2097,-406.682331,6.969303567
2098,-403.6305727,0.906925739
2099,-404.666525,13.43185069
2100,-401.3267943,-4.351373598
2101,-382.3617616,18.42461713
2102,-382.7619309,7.552727961
2103,-413.6834237,1.396852633
2104,-398.2675561,6.142785677
2105,-405.4967827,11.79003461
2106,-396.9324118,12.7362293
2107,-401.9064788,0.054228549
2108,-378.6517809,39.25211998
2109,-405.4743433,-7.100200066
2110,-404.0419617,6.180184677
2111,-403.3463403,-0.241223547
2112,-404.2326966,6.172704877
2113,-407.804301,-1.995236626
2114,-382.3168828,21.4614159
2115,-386.4195531,13.69364369
2116,-411.731196,-0.895706039
2117,-405.4257246,0.349680646
2118,-409.0122887,-1.415552133
2119,-406.6150128,5.570580984
2120,-398.6490259,10.27537513
2121,-362.6001303,25.22375525
2122,-405.5117423,-3.35282031
2123,-406.5028158,6.980523267
2124,-407.7033237,10.98221622
2125,-394.4902572,3.40891881
2126,-392.5118501,7.425571362
2127,-391.0495492,24.23268176
2128,-390.4661248,8.940230844
2129,-407.1946973,-1.262216235
2130,-396.9099724,2.956390915
2131,-397.9459247,19.68496342
2132,-405.6613383,7.369472863
2133,-394.9577447,1.737183529
2134,-363.093797,25.94929584
2135,-412.5277947,-3.289242011
2136,-402.5983603,0.334721046
2137,-400.6498724,-1.755883029
2138,-394.535136,5.320007687
2139,-390.7428774,3.446317809
2140,-379.8298493,19.61016542
2141,-380.1066019,1.65864563
2142,-403.7016308,1.426771833
2143,-390.1706727,4.658045395
2144,-398.1142202,7.261015764
2145,-397.5083564,10.42871103
2146,-400.8368674,0.121546749
2147,-368.6251091,35.12327043
2148,-412.2734815,-4.370073098
2149,-417.038114,3.061108114
2150,-403.8736662,6.636452471
2151,-396.8015153,2.406625621
2152,-398.3685334,3.322901111
2153,-380.4357131,20.36936511
2154,-386.7486643,8.240869552
2155,-402.646979,-1.142539436
2156,-405.9829697,4.145679101
2157,-405.4406842,4.156898801
2158,-399.6139201,9.860246233
2159,-404.2439163,3.498676409
2160,-373.7338124,30.67278949
2161,-409.6069328,-10.63066562
2162,-414.2780678,0.948064639
2163,-401.5175292,2.043855326
2164,-404.6553053,-2.376706422
2165,-412.9840625,-1.135059637
2166,-390.2043318,21.54743359
2167,-383.4126735,17.25028855
2168,-402.1346127,-1.265956135
2169,-405.6987373,6.76734897
2170,-399.056675,7.365732963
2171,-400.1001071,6.991742967
2172,-394.6735123,6.527995373
2173,-367.4096416,35.86751053
2174,-408.1745511,0.158945748
2175,-414.981169,5.92961138
2176,-407.729503,6.490596373
2177,-400.1075869,12.934444
2178,-402.0934738,9.886425533
2179,-388.887887,28.91877641
2180,-387.059076,8.555021149
2181,-417.9095107,5.252689488
2182,-405.9754899,10.75782222
2183,-410.1305188,5.92213158
2184,-403.3986989,12.8297268
2185,-398.4021925,6.266202376
2186,-371.059784,31.40580988
2187,-402.1308728,2.406625621
2188,-410.3212537,1.280915735
2189,-398.4620309,8.47648325
2190,-399.842054,11.70401691
2191,-401.0687412,5.94083108
2192,-383.3266558,30.07814539
2193,-385.1442472,10.04350133
2194,-414.4800224,-0.155205848
2195,-402.9611306,5.92961138
2196,-403.581954,6.404578674
2197,-408.2979678,6.71873027
2198,-404.2439163,11.18791072
2199,-369.3506497,40.46010767
2200,-408.8065942,-15.60099267
2201,-409.2142433,-3.214444012
2202,-398.1703187,-3.917545204
2203,-395.7805227,7.534028461
2204,-396.7454168,8.050134655
2205,-383.9699186,25.77726044
2206,-387.4854246,10.35391303
2207,-404.2775754,8.46900345
2208,-399.5204226,1.396852633
2209,-382.5188374,6.359699875
2210,-404.8123811,18.36103883
2211,-404.5038393,10.26789533
2212,-368.9972291,31.82467867
2213,-402.3608766,5.701477482
2214,-408.3746358,12.9232243
2215,-402.9704803,-10.84757982
2216,-402.8470636,2.960130815
2217,-403.6399224,5.391065786
2218,-379.1061787,22.91249708
2219,-380.7180756,12.6801308
2220,-408.4307343,-3.285502111
2221,-402.9330813,11.36368602
2222,-405.5210921,9.504955737
2223,-401.0556515,8.184771053
2224,-399.9112422,8.745756046
2225,-377.5055015,39.27081948
2226,-398.2656862,-4.302754899
2227,-405.6108497,9.28804154
2228,-407.5219386,3.730550206
2229,-403.9129351,7.747202758
2230,-401.1416692,13.17005769
2231,-388.5195069,22.59086568
2232,-391.7993992,18.42461713
2233,-400.2665327,-2.163532124
2234,-404.4701802,1.583847631
2235,-405.2293799,6.943124268
2236,-397.0202995,-2.810534817
2237,-407.619176,11.34872642
2238,-376.6303649,29.9322893
2239,-408.6588682,-9.022508643
2240,-402.7647858,8.614859548
2241,-400.591904,3.431358209
2242,-402.009326,8.43908425
2243,-406.3064711,8.162331653
2244,-385.4527889,27.70704882
2245,-393.6543895,-0.615213543
2246,-410.1922271,-5.574320884
2247,-394.4622079,0.772289341
2248,-402.7273868,9.32544054
2249,-401.4184218,13.94047708
2250,-397.1399763,0.458137745
2251,-372.8007074,31.61524428
2252,-404.1522887,-2.163532124
2253,-398.6658555,5.136752589
2254,-409.9977523,4.373812998
2255,-404.7057939,10.40627163
2256,-400.1767751,7.870619457
2257,-388.3773907,31.27117348
2258,-392.8203918,7.941677556
2259,-406.572004,8.031435155
2260,-419.0857092,5.121792989
2261,-405.9810998,13.40941129
2262,-400.7714192,4.643085795
2263,-401.5081794,5.94083108
2264,-372.067687,36.44345512
2265,-408.6626081,-5.09187379
2266,-392.6483564,4.575767596
2267,-399.8588836,3.39769911
2268,-394.6978216,11.47962291
2269,-391.881677,7.223616764
2270,-375.3999379,21.0986456
2271,-390.722308,6.053028078
2272,-398.1497493,2.473943821
2273,-403.2734122,19.52040782
2274,-390.011727,1.228557135
2275,-395.1840086,2.017676026
2276,-400.3712499,5.465863785
2277,-360.8741664,37.48314731
2278,-401.4034622,-7.163778365
2279,-396.8781833,-0.585294343
2280,-398.310565,8.267048852
2281,-394.5070867,4.837560593
2282,-395.6215769,7.313374363
2283,-380.3216462,28.72804151
2284,-386.3503649,5.013335891
2285,-398.4826004,5.241469788
2286,-399.9000225,3.431358209
2287,-390.0603457,8.970150044
2288,-408.2437393,13.43559059
2289,-409.6873406,13.91803769
2290,-372.4715962,31.83215847
2291,-408.4232545,-8.566240849
2292,-396.7098878,1.404332433
2293,-400.8088182,-0.87326664
2294,-395.4121425,9.25812234
2295,-401.822331,4.942277791
2296,-378.9042241,23.88487107
2297,-387.6294107,7.56020776
2298,-399.3988759,5.89969218
2299,-389.3871637,10.84383992
